Mullins-Rice;pmiller;144.9.210.244;310;1.18.0;2019-03-26
Greer-Martin;cynthia17;25.154.109.72;760;1.17.3;2021-01-30
Crosby, English and Clark;valerie51;22.179.139.204;980;1.10.0;2016-11-26
Stout, Graves and Jimenez;frankbrown;31.5.79.209;10;1.10.3;2015-03-26
Steele-Jimenez;anita50;122.148.209.0;200;1.13.7;2018-06-30
Miller LLC;brian15;56.74.244.222;970;1.12.1;2016-02-24
Reed-Walters;marylevine;39.40.13.36;690;1.17.3;2014-10-22
Scott-Maddox;gpeters;93.178.244.137;910;1.18.1;2019-05-09
Weaver, Watts and Mcpherson;jobrien;63.239.91.25;280;1.19.3;2021-07-19
Chandler-Murphy;emilywhite;64.35.46.88;660;1.15.5;2014-02-09
Richardson-Pham;josephroberts;210.75.245.3;200;1.13.0;2013-06-25
Ho Inc;moonalyssa;112.241.208.139;670;1.15.6;2014-10-17
Richardson, Reed and Bates;michael56;87.6.249.239;320;1.13.9;2022-05-10
Aguirre, Daniel and Khan;taylorderek;200.216.210.248;760;1.13.3;2017-11-18
Lynch, Mosley and Perez;williamsmelissa;121.2.142.85;10;1.13.6;2013-05-12
Jones Inc;lindseydiaz;132.138.232.47;490;1.14.1;2021-12-25
Le, Johns and Baker;lroberts;63.116.36.162;550;1.10.8;2020-07-07
Adams, Waters and Webb;vincent06;99.171.141.251;940;1.14.6;2021-08-01
Stewart PLC;brianna97;30.231.151.160;220;1.13.6;2022-02-09
Duffy-Mcdaniel;mfrank;100.22.44.196;690;1.17.2;2019-09-06
Lewis, Fox and Sanchez;rmontoya;166.204.231.90;290;1.10.5;2021-10-05
Adams-Carter;ryanstokes;25.105.238.62;680;1.10.0;2021-11-28
Nguyen LLC;johnwalker;161.223.172.105;180;1.17.5;2022-07-23
Roberts-Johnson;stephen58;79.20.245.209;420;1.14.6;2018-03-02
Jackson, Bell and Burke;ygreen;24.104.104.143;80;1.19.2;2020-06-24
Dillon, Barnes and Jackson;marybush;36.85.13.145;670;1.15.9;2021-07-20
Huang-Bird;phenderson;217.206.222.134;510;1.19.0;2016-08-05
Smith Ltd;csanchez;162.108.194.232;990;1.15.5;2017-10-11
Huber-Smith;wrightbrandy;150.110.85.128;300;1.18.3;2021-10-15
Williams-Anderson;johnsonmark;108.14.6.111;770;1.15.1;2017-12-25
Martin-Bruce;buckpeggy;4.51.6.91;540;1.19.1;2019-11-07
Thomas, Hughes and Smith;youngnicholas;129.82.218.120;520;1.19.2;2021-03-25
Jones-Roberts;plynch;109.141.41.230;980;1.12.0;2021-12-26
Anderson Ltd;perkinscourtney;16.55.190.43;510;1.17.1;2015-06-03
Dixon, Johnson and Howard;robinsonannette;50.16.53.62;880;1.19.2;2022-02-24
Ingram-Lucas;smithoscar;140.54.52.82;70;1.18.7;2018-06-16
Perez Group;melinda58;212.2.83.233;560;1.13.1;2018-06-21
Preston, Bryan and West;patriciahunt;189.194.62.154;520;1.11.4;2019-03-24
Fernandez Ltd;robertroberts;133.162.18.75;170;1.12.2;2013-11-01
Henderson Ltd;loneill;153.29.172.231;850;1.19.8;2016-01-29
Johnson Ltd;gary74;87.153.179.216;470;1.13.9;2016-11-24
Murray PLC;debra32;19.65.16.187;580;1.10.4;2016-09-23
Johnson, French and Reese;evance;36.216.48.109;180;1.10.9;2020-06-03
Lee PLC;charleswilliams;46.214.238.36;380;1.19.0;2015-11-02
Hubbard, Gardner and Moody;brookecompton;176.44.240.250;740;1.16.2;2017-07-07
Austin PLC;kwatson;165.101.225.67;630;1.16.9;2013-06-28
Ellison, Hall and Abbott;sparkslarry;122.63.51.215;660;1.12.1;2013-08-26
Smith Inc;gardnermarissa;165.45.248.118;170;1.10.4;2012-12-01
Simpson-Garrett;dbrock;203.67.126.219;220;1.13.7;2015-06-09
Diaz-Rodriguez;marshallyolanda;219.57.168.123;670;1.10.9;2021-11-29
Singh, Bradley and Jimenez;matthew00;93.136.4.107;510;1.11.3;2019-04-10
Powell, Mcmillan and Rodriguez;catherine52;195.120.30.54;580;1.18.7;2019-01-16
Schroeder-Mclean;nobrien;17.231.112.241;370;1.10.4;2018-06-21
Allen, Martinez and Holloway;debra96;20.44.79.247;370;1.16.9;2021-12-01
Long Ltd;veronica66;219.231.22.125;330;1.17.5;2014-09-17
Reed and Sons;aguzman;187.85.146.200;490;1.11.0;2022-03-11
Lee, Waller and Williams;jacqueline60;113.245.155.84;270;1.15.9;2014-10-25
Williams, Ingram and Saunders;nperez;174.156.53.85;100;1.15.2;2019-06-02
Reed, Harris and Jones;michelle14;19.38.187.103;430;1.19.4;2021-04-28
Byrd-Trevino;johnrodriguez;177.190.19.179;380;1.14.5;2016-05-11
Mitchell, Phelps and Greer;james19;46.3.196.5;180;1.14.5;2020-02-28
Chapman-Taylor;kendraowens;116.83.130.161;990;1.17.0;2022-05-15
Lynch, West and Church;matthewhernandez;46.136.27.244;970;1.12.6;2015-04-02
Salinas Ltd;jhudson;190.76.34.50;50;1.13.9;2022-03-24
Stewart, Shaffer and Ford;brianespinoza;158.129.126.88;110;1.19.5;2015-09-17
White-Stafford;warrendeborah;209.113.23.95;840;1.12.0;2019-06-22
Lucas, White and Ross;uwalker;174.51.235.205;790;1.11.4;2017-03-20
Aguirre, Ramirez and Krueger;clifford08;98.85.37.121;510;1.11.2;2017-09-02
Osborne PLC;jlee;120.33.52.46;20;1.17.0;2020-10-19
Ross-Jackson;terryleah;98.213.147.118;120;1.18.7;2016-07-25
Bowen-Frazier;nlawrence;103.32.196.162;440;1.15.3;2018-12-25
Reyes LLC;davidray;4.126.168.254;270;1.19.8;2019-04-28
Tucker and Sons;jbrown;101.138.110.59;890;1.12.4;2021-04-24
Thompson, Davis and Oconnor;lisamcconnell;121.110.157.67;580;1.16.4;2017-02-10
Brown, Adams and West;benjaminmeredith;217.144.27.4;90;1.15.0;2022-05-26
Johnson-Campbell;stevenbryan;74.20.143.189;130;1.15.2;2022-03-11
Macdonald, Burch and Rodriguez;whitemichael;173.111.21.83;290;1.15.6;2021-08-16
Morris, Morrison and Tyler;meadowsstephanie;201.50.243.72;830;1.14.9;2015-08-25
Moore, White and Sutton;colleenwilson;27.0.8.115;290;1.16.7;2019-07-06
Sanchez-Clark;snowjacob;185.16.188.147;550;1.17.4;2013-05-13
Andrews, Robinson and Sanchez;pbraun;6.154.70.121;460;1.18.5;2022-04-06
Moss-Spencer;smithcarlos;32.38.205.223;880;1.15.4;2021-12-13
Burch and Sons;vpage;186.25.54.229;600;1.12.9;2014-04-20
Bennett-Jones;slucas;201.214.211.199;120;1.15.6;2019-12-28
Gibson-Nichols;landrymartha;25.39.35.193;140;1.14.5;2020-07-07
Davis-Webster;wilsonkeith;11.32.207.149;300;1.13.2;2016-11-23
Howard PLC;melissaswanson;207.212.71.215;100;1.14.8;2017-01-09
Hines, Vincent and Newton;alvarezamy;112.211.45.157;110;1.12.6;2016-07-21
Martin Ltd;briansmith;169.244.64.34;630;1.11.1;2017-10-26
Palmer-Hoffman;nelsonashley;26.231.43.149;850;1.14.9;2020-09-15
Clark and Sons;greeneric;174.155.25.193;530;1.10.6;2019-08-09
Ross-White;jeremyanderson;153.71.219.25;910;1.19.7;2016-08-06
Fritz, Parker and Mack;josephmills;48.217.64.106;580;1.18.9;2018-04-26
Gordon, Ramos and Wolf;samanthalittle;57.218.16.222;410;1.13.6;2021-09-10
Nielsen Ltd;stevensonanthony;13.93.192.224;330;1.13.7;2015-04-17
Rose PLC;kennethmendoza;213.239.109.190;900;1.10.0;2021-07-27
Hernandez LLC;monica53;106.32.117.53;400;1.19.4;2018-11-13
Benson-Rivera;kmcintyre;39.251.14.121;290;1.16.9;2016-06-08
Sanchez LLC;damon91;103.254.9.203;70;1.16.0;2016-07-11
Burton-Mitchell;probinson;135.83.75.60;820;1.19.2;2018-09-14
Walker-Rosales;wrussell;14.132.102.76;990;1.15.0;2020-01-21
Lopez, Carter and Porter;vwoods;23.54.74.28;440;1.17.8;2013-07-21
Meyer, Lee and Hamilton;rparker;212.65.222.197;950;1.18.4;2016-07-23
Johnson, Williams and Stevens;lfreeman;43.228.68.216;600;1.16.1;2015-04-03
Cox-Robbins;shieldslance;64.78.255.9;460;1.10.3;2020-06-21
Wilson Group;middletonkara;211.162.85.51;930;1.14.0;2022-06-19
Espinoza-Santiago;john98;129.171.70.61;560;1.11.0;2014-11-27
Harper, Gray and Hardin;kristin74;130.187.37.9;240;1.17.6;2017-08-24
Lawrence LLC;greenrachel;35.243.252.195;20;1.15.7;2017-12-25
Taylor LLC;gnelson;198.73.159.238;770;1.19.0;2022-08-18
Trevino Group;tiffanywilson;89.245.18.157;950;1.11.5;2020-02-15
Morrison-Stephenson;rpotter;37.136.138.104;120;1.16.9;2013-11-24
Lewis and Sons;emilyhenry;181.139.72.102;790;1.11.7;2021-06-17
Evans, Lewis and Bradley;sking;70.238.42.244;230;1.14.7;2020-09-11
Joyce, Dudley and Bates;ogross;133.50.7.187;830;1.10.3;2019-08-21
Myers PLC;brandon99;135.230.83.17;970;1.12.4;2019-06-18
Boone LLC;nwebster;121.9.229.56;540;1.14.2;2022-08-24
Green, Rogers and Brown;michelle20;210.184.72.41;460;1.14.4;2016-05-07
Hoffman, Curry and Wright;rperez;221.71.159.58;550;1.14.4;2016-09-14
Farmer, Williamson and Jones;laura34;150.218.92.87;290;1.12.3;2015-03-14
Edwards and Sons;candice57;148.102.216.125;970;1.11.6;2021-12-14
Norris and Sons;yeseniafitzgerald;102.79.236.74;640;1.15.8;2020-06-11
Carr, Curry and Brown;david34;24.213.237.116;430;1.18.2;2016-07-30
Wallace-Nichols;abaker;96.64.150.122;610;1.19.3;2017-02-21
Shannon-Carey;mthomas;93.60.157.216;750;1.10.8;2014-12-24
Reyes-Brown;james08;70.127.242.136;780;1.14.4;2021-03-09
Perry Group;jamesbailey;58.94.83.17;120;1.16.5;2017-12-17
House and Sons;stevenclarke;196.103.2.220;700;1.19.0;2013-03-13
Steele and Sons;barkerricky;77.182.158.84;880;1.19.1;2014-09-12
Reyes PLC;marc74;99.179.165.125;740;1.17.3;2018-09-25
Brooks Ltd;henryapril;51.216.20.141;600;1.16.0;2013-10-27
Harper-Luna;anthonytucker;108.66.198.129;880;1.14.2;2020-06-27
Bautista-Lucas;kenneth56;131.40.50.253;260;1.15.7;2020-09-04
Henry, Carrillo and Simon;justinolsen;57.154.24.28;640;1.18.9;2020-09-01
Jones-Jones;edward36;158.65.89.93;610;1.17.9;2013-01-01
Fuller, Thomas and Johnson;charles50;129.70.65.94;300;1.15.8;2022-01-05
Hill, Carlson and Bruce;cassiewalker;89.20.83.225;730;1.15.4;2013-05-25
Hill, Williams and Long;angela74;118.110.227.254;430;1.16.8;2017-10-04
Lane-Campbell;pwhite;106.47.14.99;420;1.15.5;2021-01-17
Young PLC;suttondaniel;74.149.177.176;590;1.13.0;2021-07-21
Logan-Jones;ethan52;119.155.113.50;340;1.11.6;2020-08-02
Smith PLC;fergusonjessica;44.222.61.168;580;1.11.2;2018-12-31
Taylor, Simon and Davis;josephbrown;31.103.85.183;260;1.11.2;2013-10-23
Williamson-Smith;ashley46;222.220.49.99;370;1.15.5;2021-06-12
Powell, Shah and Hill;mhernandez;98.93.135.2;890;1.15.5;2020-04-25
Clay Inc;fwilliams;29.150.235.251;470;1.14.0;2018-10-17
Holland PLC;mcleankaitlyn;64.193.67.130;320;1.10.8;2020-04-07
Yu-Bailey;qperez;118.36.40.236;100;1.12.3;2015-08-26
Martin-Mendez;zproctor;130.27.116.59;700;1.17.4;2014-09-14
Ryan-Meyer;chasejennifer;66.57.29.156;310;1.17.3;2021-08-24
Lucas Ltd;wadekristy;2.140.182.5;430;1.13.5;2021-08-19
Donaldson-Morris;brandon00;182.47.207.149;350;1.10.2;2015-02-14
Hernandez Inc;yscott;18.8.113.132;940;1.17.5;2020-05-17
Davis-Carrillo;bethlucas;102.83.80.170;720;1.13.1;2015-02-09
Lamb PLC;david33;68.223.12.96;710;1.12.2;2020-07-11
Curry-Randall;rpratt;137.150.80.138;770;1.15.0;2013-10-31
Warren Group;craigriley;27.236.250.50;220;1.11.8;2018-06-10
Cuevas, Coleman and Jones;lbarajas;31.199.209.125;860;1.18.1;2021-01-15
Lee, Hill and Hensley;dustin60;220.253.107.148;280;1.12.8;2014-01-14
Young-Lane;barbara01;93.135.228.25;70;1.11.0;2014-06-17
Santiago, Williams and Rodriguez;sarahholmes;117.7.148.166;570;1.16.0;2019-02-05
Foster, Johnson and Moore;millerjason;219.33.76.205;310;1.18.8;2014-09-20
Sutton-Doyle;asalas;100.130.158.193;430;1.14.5;2020-06-16
Duncan-Houston;frank79;139.11.225.72;580;1.14.4;2013-06-30
Bruce-Edwards;jmoore;109.10.103.34;270;1.11.7;2013-12-21
Armstrong, Price and Green;jesselopez;96.87.164.157;370;1.14.2;2013-12-03
Yoder-Lawson;julie94;99.83.45.58;40;1.19.2;2013-11-17
Ibarra-Henderson;higginsalyssa;39.87.136.94;220;1.15.4;2014-12-30
Hamilton PLC;thomas90;141.32.146.40;780;1.18.4;2020-05-30
Mann, Padilla and Brady;nicholasodom;17.66.98.237;130;1.16.0;2012-10-02
Green and Sons;blakeallison;62.57.133.118;140;1.17.8;2017-12-31
Contreras Ltd;jenniferburns;186.180.117.14;580;1.12.5;2018-11-23
Rogers-Harmon;camerondaugherty;91.62.217.133;80;1.11.7;2012-12-14
Parks-Vaughn;thorntoncynthia;21.185.122.35;570;1.17.3;2019-12-27
Gonzalez, Smith and Knight;scott78;152.146.239.166;290;1.17.0;2017-08-11
Bailey Group;brownjustin;168.83.198.117;930;1.14.6;2020-03-27
Rhodes Ltd;bradleyfernandez;105.157.36.222;700;1.18.8;2021-09-28
Cummings and Sons;nicholasrangel;205.205.225.103;340;1.16.8;2014-09-11
Morrow, Williams and Nelson;yguerrero;192.77.126.250;120;1.18.4;2020-09-28
Miller, Cook and Williamson;nicholas48;87.81.48.168;250;1.11.5;2014-01-17
Alvarado-Munoz;robert14;140.235.47.46;70;1.14.1;2018-06-15
Gonzales-Campbell;dguerrero;131.191.91.22;330;1.19.3;2021-08-07
Shelton-Jones;xmorrison;88.62.131.14;260;1.11.2;2015-04-14
Pacheco Group;ianreynolds;26.227.19.229;630;1.12.5;2019-08-15
Cooper LLC;kylechen;72.167.198.70;740;1.11.6;2020-10-29
Curtis, Raymond and Glover;crystalwilliams;90.56.117.158;520;1.17.3;2016-10-15
Green-Gordon;robinbartlett;210.103.8.89;50;1.16.7;2016-09-30
Robinson, Graham and Hanson;joseph76;48.250.250.187;710;1.17.8;2016-02-20
Garrett, Cole and Patel;john80;162.213.121.26;90;1.15.8;2019-05-07
Wood-Kennedy;maria54;23.185.178.208;350;1.16.7;2021-07-08
Hughes, Lane and Spencer;susanturner;134.153.70.144;160;1.18.5;2013-12-20
Martinez-Woodard;danielallen;141.244.125.231;910;1.19.1;2017-07-18
Gregory Group;hannah41;217.239.215.127;840;1.16.9;2012-11-25
Craig, Fox and Anderson;amandajones;204.7.225.64;930;1.12.5;2020-10-09
Rosales, Marsh and Gonzales;juliahanson;47.142.71.251;330;1.14.6;2017-04-22
Cross, Torres and Hull;brobinson;194.14.143.193;370;1.14.3;2018-01-10
Smith-Day;maryrodriguez;46.87.20.199;180;1.10.9;2013-09-10
Leon, Smith and Olson;molinakristin;93.87.123.19;950;1.13.2;2017-03-21
Allen PLC;zperez;21.206.247.254;740;1.16.1;2017-11-10
Holmes Inc;christopheralexander;75.217.255.27;860;1.15.0;2020-09-12
Meza LLC;tmurray;216.205.150.127;380;1.14.1;2016-09-01
Ramirez-Garcia;shanson;15.26.32.255;110;1.15.5;2018-02-22
Lowe, Bennett and Moody;dylanmiller;33.130.241.253;880;1.12.2;2014-06-07
Williams, Simpson and Torres;allison99;66.54.215.49;850;1.15.2;2013-07-30
Spence-Hale;allison59;220.213.198.236;70;1.11.4;2017-09-08
Avila, Brown and Lawson;tgarcia;165.23.27.14;540;1.17.8;2022-02-26
Richardson Inc;danielle74;90.57.72.144;860;1.13.1;2012-10-19
Shah and Sons;izhang;50.240.32.26;610;1.13.1;2018-08-07
Taylor PLC;adampowers;88.98.222.207;570;1.14.9;2019-01-15
Moody-Johnson;heatheranderson;189.187.59.95;370;1.11.9;2018-06-06
Oliver Inc;dustindavis;114.60.36.15;540;1.18.8;2018-06-15
Sherman Group;anthony39;191.26.175.154;530;1.11.7;2015-03-08
Meyer LLC;sanchezaaron;38.189.94.216;700;1.12.1;2013-07-12
Stewart Inc;beverlycollins;20.255.241.46;100;1.14.4;2013-10-01
Hartman, Barker and Hill;james94;49.2.221.17;110;1.15.0;2020-11-17
Barr, Prince and Bautista;dixonerica;6.96.229.170;710;1.17.8;2022-03-01
Mayer, Swanson and Thompson;flane;167.56.211.222;830;1.12.3;2021-07-15
Jimenez, Hale and Cummings;harperkelly;185.183.189.154;700;1.13.4;2018-11-02
Lawson, Davis and Ballard;wendylittle;104.28.209.174;200;1.14.5;2019-03-31
Conner LLC;xflowers;205.193.27.217;50;1.13.8;2016-05-30
Richards LLC;ericacarter;143.32.111.116;330;1.11.7;2021-04-18
Flores Ltd;flynnolivia;171.145.96.156;970;1.18.4;2017-02-07
Freeman, Saunders and Aguilar;moorechristine;172.186.29.98;10;1.17.4;2016-12-02
Adams, Medina and Rodriguez;robert19;3.108.156.199;250;1.16.8;2016-02-27
Rivas, Johnson and Torres;twilkinson;65.179.0.43;180;1.13.4;2021-09-25
Martin, Morse and Curry;tyler26;158.120.39.76;640;1.13.1;2013-11-11
Ware, Sanchez and Welch;chaneyvictor;62.18.81.47;760;1.15.2;2022-03-21
Baker-Jones;morgankaren;140.62.59.2;790;1.17.2;2015-04-21
Jacobs, Patterson and Stewart;charlesstevens;134.22.23.246;700;1.15.0;2020-05-13
Ayala, Lopez and Jones;gonzalesjonathan;42.227.55.80;780;1.10.4;2020-12-12
Copeland, Cooper and Jackson;wallacenicole;22.57.195.147;400;1.10.8;2015-07-09
Long-Simmons;lauren89;9.211.75.180;190;1.15.6;2014-04-24
Erickson-Ali;xgreen;206.131.228.121;770;1.10.7;2014-06-03
Johnson, Mueller and Hughes;jamie48;114.80.187.22;340;1.19.7;2017-08-03
Phillips-King;charles52;187.142.230.214;160;1.14.0;2015-12-10
Flores, Byrd and Hoover;perryrichard;26.107.126.0;790;1.12.8;2019-09-25
Donaldson, York and Cervantes;millerjennifer;186.40.181.3;60;1.14.0;2013-06-02
Williams-Anderson;orozcojoshua;79.14.132.77;200;1.16.5;2016-02-03
Bradshaw, Gilbert and Roth;nancy82;162.94.14.120;470;1.19.9;2022-07-13
Spencer-Flores;qhull;76.251.65.206;550;1.12.6;2016-04-17
Skinner, Lewis and Bennett;lucaslambert;200.220.48.219;380;1.15.5;2013-09-24
Wilson, Clark and Chavez;john27;217.74.47.171;920;1.11.5;2014-03-21
Stewart-Martinez;robertjohnson;19.63.125.78;500;1.13.2;2021-07-24
Wilson PLC;lisahenry;168.81.171.92;910;1.17.3;2015-12-08
Barrett Inc;mellison;22.200.100.232;370;1.11.2;2019-04-23
Carter, Patel and Davis;andersonolivia;67.114.193.199;320;1.17.1;2016-04-30
Blake, Jones and Michael;victoria58;176.164.18.148;160;1.17.2;2014-11-04
Hall, Ortiz and Brown;kevin01;194.212.108.143;910;1.16.8;2019-10-29
Watson LLC;mark44;125.2.213.3;820;1.15.3;2020-02-10
Davis, Vazquez and Valenzuela;rosemelanie;173.16.137.14;10;1.15.6;2020-12-29
Smith, Alexander and Nichols;kyle59;133.14.39.61;770;1.17.3;2019-09-24
Robinson Group;hsandoval;161.56.189.89;340;1.19.7;2018-05-10
Stone, Hawkins and Morales;dvillegas;162.159.123.228;530;1.19.5;2013-04-29
Schmidt, Burke and Beasley;julie96;20.131.8.78;510;1.18.0;2019-03-24
Gilmore, Hampton and Daniels;xsmith;157.45.186.143;260;1.16.8;2012-10-27
Carpenter-Burns;erik87;83.209.94.89;500;1.18.6;2019-03-02
Cooper-Carroll;dwilliams;173.65.226.189;610;1.12.6;2018-08-22
Graham-Young;lamconnor;126.148.145.107;960;1.15.5;2021-11-05
Rodgers-Oneill;kochbrandy;83.96.197.252;700;1.12.5;2022-04-03
Munoz, Woodward and Dawson;william47;220.193.120.214;510;1.11.7;2020-11-25
Gonzalez, Brown and Barr;vsimpson;203.143.134.30;630;1.16.5;2019-12-01
Barr Group;houstondenise;102.30.62.24;880;1.13.0;2015-03-11
Wells, Faulkner and Jones;mark73;183.70.202.56;40;1.18.3;2016-07-10
Durham Group;davisamy;54.31.174.160;490;1.17.2;2013-05-30
Hampton, Ponce and Brady;cameronvelazquez;16.232.67.71;430;1.12.2;2022-08-24
Thomas, Nelson and Mcclure;bballard;88.77.154.217;890;1.18.7;2019-04-18
Wilson, Ford and Gutierrez;zmcdonald;18.156.58.145;610;1.14.0;2022-07-18
Carter, Ramos and Hamilton;amy68;142.71.132.14;760;1.11.4;2020-02-26
Turner-French;stephaniemcdonald;138.150.114.58;110;1.17.5;2014-11-16
Pratt, Burnett and Fitzgerald;davidcolon;222.251.27.110;470;1.16.8;2020-12-23
Bennett-Webb;leejeffery;12.204.43.9;20;1.17.3;2014-03-14
Carter and Sons;tracy25;65.214.109.54;530;1.14.5;2019-11-14
Orr LLC;xbrown;50.132.75.45;730;1.13.2;2014-07-14
Dawson-Johnson;torresbrian;207.129.65.72;480;1.14.8;2019-06-17
Benjamin-Washington;wgreen;144.131.245.34;630;1.19.5;2020-06-21
Herrera, Terry and Howell;curtisjudy;115.231.158.43;540;1.13.7;2019-02-16
Cruz PLC;marshalljeffrey;58.215.41.187;170;1.14.2;2020-03-13
Allen-Spencer;brandonlester;203.28.134.104;520;1.11.9;2022-05-14
Hunt, Harrison and Holden;amber04;115.45.10.172;570;1.14.6;2013-07-18
Norman LLC;ryan26;50.224.240.130;880;1.11.9;2021-09-23
Brock-Stein;jackhorn;209.181.124.227;160;1.15.6;2020-04-07
Bender-Bailey;christinaparker;37.222.46.233;780;1.11.3;2012-10-05
Rodriguez PLC;crystal04;162.194.185.143;450;1.19.4;2013-03-12
Mckay-Peterson;brianna90;214.91.66.4;750;1.19.3;2012-11-19
Richardson-Barton;mmay;186.113.210.254;520;1.17.3;2016-09-09
Valenzuela and Sons;ngarcia;60.110.254.78;930;1.12.2;2021-07-07
Sullivan-Peters;carriecollins;191.212.228.44;100;1.18.0;2013-04-13
Choi-Williams;jason86;43.214.251.185;340;1.11.3;2014-02-14
Barnett, Vaughn and Rollins;laura14;53.169.102.55;860;1.14.7;2018-06-30
Bell Group;michael84;176.138.88.207;450;1.12.2;2021-09-06
Nelson, Smith and Ingram;qcastillo;135.193.219.95;210;1.18.1;2016-11-14
Ferguson, Parks and Thomas;juliehopkins;123.32.73.128;870;1.10.8;2017-04-14
Yang PLC;armstrongamanda;97.70.33.130;540;1.16.6;2020-12-06
Daniels LLC;slong;110.229.2.77;420;1.12.6;2019-02-27
Rodriguez-Jones;rachelbonilla;140.195.92.9;720;1.12.5;2017-06-01
Henderson-Bennett;kimberlymoore;199.65.217.33;800;1.17.6;2021-06-20
Park-Mcbride;amanda71;42.182.50.85;540;1.19.0;2016-07-15
Jackson, Moreno and Obrien;jjackson;194.124.30.192;110;1.15.6;2017-10-02
Cox, Martin and Haynes;alexanderwilliam;67.115.148.115;730;1.10.1;2020-06-16
Richard Group;douglas35;44.64.250.54;780;1.18.2;2013-11-15
Moore PLC;robertphelps;66.144.54.135;460;1.15.5;2019-08-01
Thompson, Green and Nash;ljones;94.102.111.28;450;1.17.0;2018-04-29
Price PLC;garciadavid;44.69.0.105;440;1.12.8;2019-12-31
Williams Group;stevensnyder;148.143.213.150;80;1.13.3;2016-02-07
Ramirez, Zuniga and Li;sierra95;58.175.47.193;20;1.19.3;2016-04-02
Allen-Hughes;katherinerivera;11.63.194.127;90;1.13.4;2018-12-09
Harris Inc;fgordon;174.85.36.52;230;1.12.0;2017-01-25
Collier-Ramirez;jameswright;201.218.155.133;590;1.11.9;2016-03-10
Brennan, Hendrix and Walker;logan58;147.126.190.194;750;1.11.8;2016-11-29
Wilson Group;walkerpatricia;62.242.162.65;750;1.11.6;2017-11-18
Shelton, Figueroa and Morgan;sarahalvarez;80.199.160.217;180;1.16.2;2016-10-20
Buckley, Bowman and Gray;elizabethwood;2.203.119.40;830;1.19.0;2015-08-05
Brown, Knight and Thomas;wyattgibson;28.199.169.185;120;1.18.6;2021-03-04
Walker-Martinez;vwilson;55.255.113.55;260;1.10.9;2013-09-11
Powell, Jones and Salazar;michelle23;209.171.185.28;360;1.17.1;2019-06-14
Ross, Hill and Rivera;steven00;196.147.50.144;160;1.10.8;2013-02-27
Cooper, Osborne and Thompson;diane11;28.245.45.118;190;1.11.9;2018-12-24
Smith Inc;apriljackson;182.119.104.55;190;1.18.5;2019-04-29
Robinson PLC;kennethwelch;2.244.9.69;140;1.10.3;2020-07-31
Ward, Wilkinson and Brown;bryanperez;123.37.148.9;810;1.10.6;2015-12-10
Rose and Sons;aguilarmicheal;119.235.35.38;890;1.16.5;2015-10-26
Ingram-Williamson;williamsjonathan;192.204.86.183;810;1.11.2;2020-12-15
Keller, Wade and Hawkins;wpatterson;68.93.252.143;960;1.14.7;2020-07-14
Mercado-Kennedy;egibbs;76.220.145.26;330;1.10.2;2014-02-27
Richardson Inc;iscott;132.163.116.80;790;1.13.3;2019-06-24
Brown and Sons;margaret34;148.124.18.165;280;1.16.3;2019-04-02
Mosley, Castro and Reyes;ralphjones;149.25.74.220;680;1.18.6;2013-11-13
Jones Group;kyle54;88.181.0.89;120;1.11.0;2021-05-27
Collins-Taylor;garzamichael;45.220.43.180;410;1.19.5;2020-09-01
